seqnames,start,end 
chr13,80048562,80049862
chr13,80083548,80084505
chr13,80130445,80134638
chr13,80140596,80142742
chr13,80235122,80235828
chr13,80302890,80303236
chr13,80305131,80305949
chr13,80307310,80308093
chr13,80336376,80344071
chr13,80359737,80360106
chr13,80360340,80360863
chr13,80373656,80374425
chr13,80435595,80436398
chr13,80436796,80438640
chr13,80468163,80472234
chr13,80477624,80478299
chr13,80482611,80484060
chr13,80546915,80549523
chr13,80550563,80551486
chr13,80551598,80553498
chr13,80604453,80606470
chr13,80654809,80655317
chr13,80716211,80717217
chr13,80726706,80728340
chr13,80900595,80901841
chr13,84650802,84651396
chr13,84653295,84654797
chr13,86403004,86403418
chr13,89514684,89515501
chr13,90201326,90202207
chr13,90501367,90502337
chr13,91346916,91349716
chr13,93227953,93228498
chr13,94128143,94128579
chr13,94128750,94129622
chr13,94325145,94325535
chr13,94328701,94330227
chr13,94342869,94344294
chr13,94548345,94550486
chr13,94595670,94596697
chr13,94601301,94601663
chr13,94601757,94602527
chr13,95226648,95227500
chr13,95270510,95270910
chr13,95271406,95272226
chr13,95300812,95302134
chr13,95381684,95382075
chr13,95643694,95644701
chr13,95676084,95678549
chr13,96052856,96053423
chr13,96053611,96053982
chr13,96983710,96984615
chr13,97114341,97116913
chr13,97117035,97117493
chr13,97221645,97226589
chr13,97226985,97227800
chr13,97235219,97236575
chr13,97237015,97245695
chr13,97245911,97247910
chr13,97248231,97250548
chr13,97250745,97251192
chr13,97255456,97257252
chr13,97257378,97257796
chr13,97260249,97262403
chr13,97266775,97267161
chr13,97316207,97316722
chr13,97339177,97340443
chr13,97368850,97369797
chr13,97406921,97408362
chr13,97422383,97422898
chr13,97432169,97433078
chr13,97433214,97434052
chr13,97434156,97435010
chr13,97540189,97541397
chr13,97660932,97661472
chr13,97757608,97757947
chr13,97879763,97880706
chr13,97975468,97977716
chr13,98105609,98106055
chr13,98142298,98142974
chr13,98143166,98143951
chr13,98171850,98174528
chr13,98307218,98308858
chr13,98450512,98450984
chr13,98454433,98455120
chr13,98467355,98467743
chr13,98467858,98468850
chr13,98471482,98472669
chr13,98481165,98481997
chr13,98482624,98483306
chr13,98483388,98485634
chr13,98495524,98497178
chr13,98503111,98504740
chr13,98506737,98508059
chr13,98508826,98510131
chr13,98524604,98525369
chr13,98542557,98544586
chr13,98565056,98566795
chr13,98569991,98572956
chr13,98575510,98577110
chr13,98577202,98578436
chr13,98801984,98802479
chr13,98819264,98819973
chr13,98820712,98822845
chr13,98908782,98911388
chr13,98912860,98913497
chr13,98921440,98922342
chr13,98922800,98925186
chr13,98927228,98928349
chr13,98939158,98941693
chr13,98947590,98948036
chr13,98959376,98960537
chr13,98960684,98961221
chr13,98961341,98962018
chr13,98962890,98964456
chr13,98964535,98965802
chr13,98970002,98970801
chr13,98972189,98975303
chr13,98975759,98978851
chr13,98998695,99000685
chr13,99003940,99004461
chr13,99007288,99007730
chr13,99008547,99009708
chr13,99046109,99046541
chr13,99061829,99063457
chr13,99065989,99066477
chr13,99084966,99085594
chr13,99085842,99086371
chr13,99086545,99088164
chr13,99199917,99202285
chr13,99214957,99216055
chr13,99217402,99219956
chr13,99220093,99221074
chr13,99221546,99222173
chr13,99226162,99226597
chr13,99228563,99229992
chr13,99281941,99282434
chr13,99285348,99286826
chr13,99288030,99288561
chr13,99355741,99356566
chr13,99432591,99433121
chr13,99495698,99496802
chr13,99496919,99497651
chr13,99498072,99499577
chr13,99500811,99502088
chr13,99605708,99607286
chr13,99629877,99630845
chr13,99657734,99659000
chr13,99686038,99686673
chr14,100019249,100020457
chr14,100057119,100058086
chr14,100065008,100066108
chr14,100102559,100104297
chr14,100108136,100108840
chr14,100128849,100129858
chr14,100141339,100143129
chr14,100144623,100145708
chr14,100192165,100193864
chr14,100213541,100215120
chr14,100221163,100222245
chr14,100237594,100241571
chr14,100246132,100247075
chr14,100262554,100263210
chr14,100284700,100285982
chr14,100293847,100295367
chr14,100296789,100298151
chr14,100304492,100308099
chr14,100308316,100310364
chr14,100317867,100318695
chr14,100340494,100342117
chr14,100359443,100360006
chr14,100360299,100361175
chr14,100361968,100362742
chr14,100368290,100369117
chr14,100369708,100370332
chr14,100371665,100372677
chr14,100372880,100373690
chr14,100373934,100377276
chr14,100440025,100440732
chr14,100676806,100680940
chr14,100709320,100709754
chr14,101118881,101121268
chr14,101359678,101360174
chr14,101705381,101707423
chr14,101719316,101720287
chr14,101759967,101760453
chr14,101760952,101761579
chr14,101761836,101762497
chr14,101770382,101771087
chr14,101781423,101781965
chr14,101783370,101784211
chr14,101792249,101792831
chr14,101797421,101798894
chr14,101809131,101815531
chr14,101823528,101825060
chr14,101830465,101831213
chr14,101831558,101831988
chr14,101834730,101837089
chr14,101844070,101845251
chr14,101848576,101850325
chr14,101851928,101852480
chr14,101853458,101854730
chr14,101855767,101856602
chr14,101857750,101860609
chr14,101861857,101862930
chr14,101865330,101866312
chr14,101867031,101868725
chr14,101870457,101870895
chr14,101875528,101880165
chr14,101902647,101903346
chr14,101927590,101928998
chr14,101947437,101949708
chr14,101962191,101963408
chr14,101963687,101964335
chr14,101964455,101966511
chr14,101970542,101973303
chr14,102042832,102044882
chr14,102086129,102088976
chr14,102139244,102140665
chr14,102150542,102151953
chr14,102214887,102216757
chr14,102253035,102253845
chr14,102255040,102255685
chr14,102262725,102266418
chr14,102294782,102295647
chr14,102304611,102305937
chr14,102316083,102320641
chr14,102350335,102352504
chr14,102361803,102363976
chr14,102407545,102408826
chr14,102408929,102409554
chr14,102438295,102438797
chr14,102450006,102450918
chr14,102461480,102462047
chr14,102474659,102476078
chr14,102479534,102480554
chr14,102498151,102506735
chr14,102507865,102509661
chr14,102509846,102511243
chr14,102524244,102526163
chr14,102590691,102594384
chr14,102775916,102777129
chr14,102777831,102778322
chr14,103023508,103024696
chr14,103055502,103057516
chr14,103057765,103058388
chr14,103066283,103067137
chr14,103073845,103076293
chr14,103109905,103110835
chr14,103114727,103115349
chr14,103117641,103118020
chr14,103118210,103119904
chr14,103120752,103124367
chr14,103206070,103207092
chr14,103207332,103208536
chr14,103260127,103261291
chr14,103332558,103335548
chr14,103384682,103386842
chr14,103393082,103394640
chr14,103394959,103397048
chr14,103398027,103400338
chr14,103401064,103403391
chr14,103403590,103406370
chr14,103408102,103409395
chr14,103427399,103427998
chr14,103428086,103428470
chr14,103434482,103435003
chr14,103494904,103495398
chr14,103495488,103496603
chr14,103496946,103497729
chr14,103500145,103500773
chr14,103512391,103514003
chr14,103518749,103519747
chr14,103520193,103522941
chr14,103523084,103523746
chr14,103525365,103526733
chr14,103527346,103529800
chr14,103537575,103539675
chr14,103540172,103541753
chr14,103541853,103542908
chr14,103542990,103543398
chr14,103549016,103556366
chr14,103557974,103558746
chr14,103561243,103563648
chr14,103576307,103576727
chr14,103576911,103577531
chr14,103593877,103594546
chr14,103624044,103626303
chr14,103627591,103630555
chr14,103652855,103654264
chr14,103689395,103689778
chr14,103696232,103697376
chr14,103697468,103699268
chr14,103699700,103701928
chr14,103711289,103712667
chr14,103715752,103716555
chr14,103722906,103724803
chr14,103729739,103730377
chr14,103734977,103735550
chr14,103816525,103817931
chr14,103818038,103820947
chr14,103824529,103825367
chr14,103828414,103829230
chr14,103840958,103841499
chr14,103843551,103844199
chr14,103844341,103844888
chr14,103845010,103849683
chr14,103854632,103856484
chr14,103859725,103860603
chr14,103861109,103862616
chr14,103864082,103865077
chr14,103865952,103866442
chr14,103866974,103869104
chr14,103871355,103872922
chr14,103878924,103882868
chr14,103909874,103910452
chr14,103920548,103921589
chr14,103923540,103924414
chr14,103941046,103943084
chr14,103944477,103945306
chr14,103945431,103945882
chr14,104084901,104085322
chr14,104085665,104087662
chr14,104137726,104140518
chr14,104149246,104150134
chr14,104150336,104150696
chr14,104168954,104170797
chr14,104177867,104178245
chr14,104178535,104178874
chr14,104184527,104185318
chr14,104354135,104354677
chr14,104392767,104394198
chr14,104436101,104436978
chr14,104510401,104511457
chr14,104578818,104582918
chr14,104583022,104587625
chr14,104588117,104588657
chr14,104676926,104679336
chr14,104680380,104682670
chr14,104687659,104691070
chr14,104692892,104693832
chr14,104693916,104699156
chr14,104699284,104701280
chr14,104717374,104719891
chr14,104721497,104727190
chr14,104731076,104737465
chr14,104752085,104753932
chr14,104768848,104769284
chr14,104793869,104794437
chr14,104794653,104795497
chr14,104795806,104796578
chr14,104796694,104798518
chr14,104798756,104801468
chr14,104815143,104816816
chr14,104826101,104826551
chr14,104966892,104968817
chr14,104972025,104974889
chr14,104985146,104986119
chr14,105020509,105021172
chr14,105021384,105021850
chr14,105058756,105059339
chr14,105059431,105062485
chr14,105062683,105064061
chr14,105064606,105064899
chr14,105065085,105066105
chr14,105074913,105076374
chr14,105090066,105094211
chr14,105152281,105154824
chr14,105155091,105155650
chr14,105167645,105168303
chr14,105168959,105170063
chr14,105170836,105171677
chr14,105180692,105181290
chr14,105181447,105183259
chr14,105192786,105200599
chr14,105201217,105203064
chr14,105204368,105206273
chr14,105206936,105208037
chr14,105220116,105221744
chr14,105247831,105249768
chr14,105254818,105255908
chr14,105293597,105294435
chr14,105299755,105302143
chr14,105313102,105314564
chr14,105314884,105316326
chr14,105323517,105329426
chr14,105333213,105334633
chr14,105334958,105336985
chr14,105337909,105339244
chr14,105340448,105342181
chr14,105342624,105343507
chr14,105351876,105352285
chr14,105388382,105389104
chr14,105389409,105389934
chr14,105397526,105400465
chr14,105414410,105416124
chr14,105419148,105419789
chr14,105419899,105423225
chr14,105429842,105430244
chr14,105462584,105463972
chr14,105464881,105477673
chr14,105477911,105479103
chr14,105479301,105491858
chr14,105495227,105495893
chr14,105527976,105528463
chr14,106843840,106846335
chr14,106846467,106847511
chr14,20305681,20306024
chr14,20327539,20328192
chr14,20331855,20334273
chr14,20341590,20344480
chr14,20412739,20414361
chr14,20434452,20435987
chr14,20454107,20456588
chr14,20460673,20462575
chr14,20469034,20471012
chr14,20476833,20478331
chr14,20488874,20491104
chr14,20493617,20494360
chr14,20498330,20500150
chr14,20609499,20610123
chr14,20612849,20613853
chr14,20613975,20614517
chr14,20680830,20685561
chr14,20714100,20714700
chr14,20715179,20715599
chr14,20781608,20782397
chr14,20788405,20790210
chr14,20797991,20804077
chr14,20970791,20971851
chr14,20988844,20990661
chr14,21003131,21004808
chr14,21022307,21027790
chr14,21037626,21040296
chr14,21043343,21044998
chr14,21068775,21072704
chr14,21085089,21085597
chr14,21096133,21099902
chr14,21103300,21105901
chr14,21105992,21107718
chr14,21268497,21269549
chr14,21269684,21270815
chr14,21307923,21308906
chr14,21383133,21385331
chr14,21436944,21438284
chr14,21455179,21457244
chr14,21476165,21477884
chr14,21510669,21511977
chr14,22069937,22071444
chr14,22089215,22089891
chr14,22095832,22096626
chr14,22400603,22401220
chr14,22481075,22482719
chr14,22483926,22485994
chr14,22487241,22488034
chr14,22488195,22490419
chr14,22493214,22497779
chr14,22512056,22512466
chr14,22512583,22514772
chr14,22515137,22515594
chr14,22546145,22547920
chr14,22549878,22550796
chr14,22557136,22557558
chr14,22558039,22559720
chr14,22585374,22585816
chr14,22588577,22590435
chr14,22597690,22599341
chr14,22766106,22767887
chr14,22829304,22830446
chr14,22835909,22839242
chr14,22847571,22852004
chr14,22870172,22873347
chr14,22917895,22921531
chr14,22928840,22929444
chr14,22929645,22930944
chr14,22956046,22957629
chr14,22973882,22975092
chr14,22976089,22978875
chr14,22979918,22983565
chr14,23006260,23007982
chr14,23009502,23010715
chr14,23034181,23036041
chr14,23044952,23045664
chr14,23045751,23047863
chr14,23057749,23058224
chr14,23070765,23073102
chr14,23079037,23079385
chr14,23094332,23096631
chr14,23141718,23142227
chr14,23142343,23143560
chr14,23145951,23146315
chr14,23152698,23156059
chr14,23161052,23161547
chr14,23285424,23287353
chr14,23298954,23303264
chr14,23305572,23307878
chr14,23320186,23321303
chr14,23321455,23322858
chr14,23352486,23353252
chr14,23364562,23367357
chr14,23377094,23377639
chr14,23402188,23403212
chr14,23404101,23408269
chr14,23408372,23419874
chr14,23420248,23421467
chr14,23421562,23422729
chr14,23428731,23447467
chr14,23449088,23450008
chr14,23456792,23457273
chr14,23468141,23469320
chr14,23469651,23470194
chr14,23544489,23546593
chr14,23550820,23551466
chr14,23555286,23557016
chr14,23567093,23567941
chr14,23953163,23954445
chr14,23985543,23986796
chr14,23988254,23989510
chr14,24035780,24037429
chr14,24081058,24081698
chr14,24093314,24095706
chr14,24113273,24115898
chr14,24130231,24133427
chr14,24134100,24134927
chr14,24135222,24137005
chr14,24139860,24140101
chr14,24140571,24142500
chr14,24145439,24148080
chr14,24159704,24160141
chr14,24160358,24163237
chr14,24179773,24180928
chr14,24187988,24188897
chr14,24188986,24189846
chr14,24194814,24196645
chr14,24212494,24214537
chr14,24215153,24216256
chr14,24231647,24233614
chr14,24241550,24244035
chr14,24270765,24272093
chr14,24279064,24279729
chr14,24280529,24281328
chr14,24299140,24300421
chr14,24310328,24312338
chr14,24312709,24313719
chr14,24315380,24316313
chr14,24333827,24335975
chr14,24346622,24347314
chr14,24365088,24367986
chr14,24368121,24369610
chr14,24371654,24372733
chr14,24373084,24373594
chr14,24397666,24400318
chr14,24401877,24402381
chr14,24402967,24404335
chr14,24428883,24432288
chr14,24436025,24436811
chr14,24436926,24438267
chr14,24440112,24440570
chr14,24441634,24443435
chr14,24662387,24663098
chr14,24679343,24679940
chr14,24694884,24696097
chr14,24773926,24775511
chr14,24810268,24810759
chr14,24815517,24818833
chr14,24832937,24833440
chr14,24837993,24839661
chr14,24858978,24860166
chr14,24861402,24861722
chr14,24873057,24873683
chr14,24876180,24876886
chr14,24879593,24882070
chr14,24883887,24884384
chr14,24895104,24895672
chr14,24900147,24901238
chr14,24920365,24921332
chr14,24927375,24928125
chr14,24928263,24929488
chr14,24954004,24955200
chr14,24959093,24960662
chr14,24965206,24967364
chr14,24974161,24974584
chr14,24985512,24985941
chr14,25000505,25001697
chr14,25003833,25004828
chr14,25036936,25037623
chr14,25041375,25042143
chr14,25045985,25047152
chr14,25047687,25051126
chr14,25109248,25112488
chr14,25121081,25121912
chr14,26597405,26599005
chr14,26916528,26916953
chr14,29741942,29742791
chr14,29926712,29928589
chr14,30339005,30339710
chr14,30558623,30559846
chr14,30621422,30623123
chr14,30690547,30691277
chr14,30714268,30715542
chr14,31024565,31027682
chr14,31090598,31091524
chr14,31165184,31165944
chr14,31205690,31206239
chr14,31206327,31209457
chr14,31228464,31230810
chr14,31261886,31264013
chr14,31419145,31421264
chr14,31434835,31435347
chr14,31456624,31458139
chr14,31505475,31506279
chr14,31560895,31562047
chr14,31577949,31578518
chr14,31578830,31579346
chr14,31581883,31582954
chr14,31718074,31719288
chr14,31876831,31878753
chr14,31893049,31893883
chr14,31925904,31928691
chr14,31950439,31951687
chr14,31988097,31988757
chr14,31994393,31995623
chr14,31997466,31999003
chr14,32007502,32008861
chr14,32014239,32014553
chr14,32015396,32016022
chr14,32019165,32019884
chr14,32074406,32078957
chr14,32128333,32128858
chr14,32129031,32129992
chr14,32149700,32151678
chr14,32200867,32204577
chr14,32224792,32225895
chr14,32229739,32231650
chr14,32254979,32256064
chr14,32405013,32405796
chr14,32407368,32407675
chr14,32413837,32415344
chr14,32416406,32419927
chr14,32426506,32429985
chr14,32430227,32430872
chr14,32432529,32433909
chr14,32434031,32435227
chr14,32451480,32451815
chr14,32453842,32454665
chr14,32455682,32458427
chr14,32468307,32469131
chr14,32471457,32474633
chr14,32491040,32497440
chr14,32501275,32501692
chr14,32507001,32511890
chr14,32514090,32515069
chr14,32535589,32536951
chr14,32561106,32561995
chr14,32564261,32565155
chr14,32565232,32565740
chr14,32576416,32577057
chr14,32605013,32606210
chr14,32606506,32607407
chr14,32610762,32611733
chr14,32621166,32621821
chr14,32627523,32628749
chr14,32634916,32635684
chr14,32699524,32700334
chr14,32702160,32703898
chr14,32703991,32704621
chr14,32707802,32708502
chr14,32708712,32709339
chr14,32722150,32722873
chr14,32814517,32815181
chr14,32818538,32819304
chr14,32819670,32822340
chr14,32824622,32825437
chr14,32826290,32826870
chr14,32896726,32897694
chr14,32938900,32940393
chr14,32986902,32987221
chr14,33761790,33762609
chr14,33768303,33768847
chr14,33933195,33934565
chr14,33936259,33939956
chr14,33940104,33941397
chr14,33948972,33951702
chr14,34018904,34019491
chr14,34029567,34030988
chr14,34031109,34031680
chr14,34035125,34036585
chr14,34053289,34053734
chr14,34059263,34062100
chr14,34063103,34064521
chr14,34065071,34066594
chr14,34079951,34083100
chr14,34128509,34129301
chr14,34129631,34131858
chr14,34234626,34235205
chr14,34250664,34251563
chr14,34251897,34252184
chr14,34354863,34356754
chr14,34361025,34361678
chr14,34460600,34462315
chr14,34462423,34462917
chr14,34496467,34498231
chr14,34538729,34540692
chr14,34554532,34555242
chr14,34592139,34593615
chr14,34628458,34630836
chr14,34709662,34715745
chr14,34872877,34875984
chr14,34981332,34983692
chr14,35044998,35047369
chr14,35050083,35051532
chr14,35060418,35061280
chr14,35061721,35062125
chr14,35121120,35123459
chr14,35291335,35293515
chr14,35294050,35294811
chr14,35334984,35338331
chr14,35340143,35340590
chr14,35341114,35342925
chr14,35351778,35353004
chr14,35355734,35356176
chr14,35365277,35365737
chr14,35383691,35387280
chr14,35397177,35398244
chr14,35398335,35399808
chr14,35400916,35406708
chr14,35408253,35409247
chr14,35409418,35409934
chr14,35413467,35414986
chr14,35807976,35809883
chr14,35825827,35827544
chr14,36319926,36320655
chr14,36383406,36384733
chr14,37171946,37172834
chr14,37197281,37198621
chr14,38252711,38257923
chr14,38289737,38292328
chr14,38309545,38311934
chr14,38312105,38312533
chr14,38357820,38358433
chr14,38877365,38879289
chr14,38990596,38991516
chr14,38992742,38993458
chr14,38993980,38994838
chr14,38994939,38996029
chr14,38996996,38997353
chr14,39003618,39003981
chr14,39096775,39097047
chr14,39101851,39104379
chr14,39113466,39114741
chr14,39169637,39171405
chr14,39174114,39176193
chr14,39265377,39267951
chr14,39431009,39433713
chr14,41603950,41604577
chr14,41604677,41607209
chr14,44896501,44898667
chr14,44898790,44899221
chr14,44960787,44962036
chr14,44962131,44963308
chr14,44988339,44989242
chr14,45065192,45065633
chr14,45065752,45066620
chr14,45083668,45084885
chr14,45133458,45135822
chr14,45135899,45136462
chr14,45242305,45242962
chr14,45252406,45254457
chr14,45267344,45268020
chr14,48771496,48772500
chr14,49585202,49587472
chr14,49594394,49595196
chr14,49597828,49599591
chr14,49619985,49621607
chr14,49632964,49635858
chr14,49636147,49636541
chr14,49641463,49643033
chr14,49687774,49688859
chr14,49692228,49694162
chr14,49766625,49769345
chr14,49791998,49792319
chr14,49852140,49853605
chr14,49857363,49858238
chr14,49861059,49864495
chr14,49867525,49868236
chr14,49868319,49869184
chr14,49891734,49894405
chr14,49894805,49895253
chr14,49896793,49897675
chr14,49911955,49912276
chr14,49946009,49947169
chr14,49970212,49973084
chr14,49995368,49995758
chr14,49998812,50001966
chr14,50002411,50004031
chr14,50018110,50019344
chr14,50023574,50024121
chr14,50040535,50041632
chr14,50043917,50046100
chr14,50046880,50048180
chr14,50060409,50061960
chr14,50116030,50117536
chr14,50117704,50117981
chr14,50224722,50226754
chr14,50229795,50233473
chr14,50311335,50313152
chr14,50321240,50321850
chr14,50333371,50333681
chr14,50334330,50337098
chr14,50342269,50342950
chr14,50363264,50364165
chr14,50396351,50397633
chr14,50531796,50533019
chr14,50559933,50561740
chr14,50657585,50659864
chr14,50666546,50669052
chr14,50676788,50677944
chr14,50739236,50740223
chr14,50786743,50786986
chr14,50791137,50791769
chr14,50791933,50793498
chr14,50804601,50805080
chr14,50829879,50832199
chr14,50859480,50859901
chr14,50920511,50921245
chr14,50943505,50945119
chr14,51020249,51020606
chr14,51095425,51096162
chr14,51239653,51240951
chr14,51291741,51293370
chr14,51293466,51294104
chr14,51310648,51311242
chr14,51327813,51328594
chr14,51334918,51335671
chr14,51394379,51396649
chr14,51423677,51425871
chr14,51429647,51431297
chr14,51507474,51508299
chr14,51508406,51509122
chr14,51547241,51547621
chr14,51650700,51654191
chr14,51812278,51812811
chr14,51860233,51861511
chr14,51883908,51885044
chr14,51922089,51922829
chr14,51962767,51963731
chr14,51988920,51990273
chr14,52002813,52003441
chr14,52003661,52004003
chr14,52010343,52011067
chr14,52012951,52016087
chr14,52016407,52016754
chr14,52019781,52021090
chr14,52021191,52022946
chr14,52023091,52024689
chr14,52025512,52026894
chr14,52031300,52032570
chr14,52042704,52043763
chr14,52046303,52048556
chr14,52050993,52053415
chr14,52053891,52054404
chr14,52059955,52060618
chr14,52060890,52063316
chr14,52067398,52070460
chr14,52088428,52089232
chr14,52117124,52117492
chr14,52124701,52125570
chr14,52125648,52126343
chr14,52267348,52269355
chr14,52279090,52279538
chr14,52551705,52552619
chr14,52552750,52554367
chr14,52694760,52696743
chr14,52706428,52707839
chr14,52729146,52729984
chr14,52730092,52731139
chr14,52740782,52742627
chr14,52790999,52792420
chr14,52843773,52845416
chr14,52845512,52846102
chr14,52853008,52853613
chr14,52862640,52862982
chr14,52878944,52880118
chr14,52949466,52953118
chr14,52959505,52962257
chr14,53017102,53017923
chr14,53031741,53033004
chr14,53038873,53041109
chr14,53041396,53043289
chr14,53152193,53153947
chr14,53237104,53237691
chr14,53237805,53238218
chr14,53305984,53307321
chr14,53366420,53366874
chr14,53367760,53368647
chr14,53408904,53409327
chr14,53508726,53509571
chr14,53619220,53619615
chr14,53714618,53716252
chr14,53716905,53717553
chr14,53807412,53808413
chr14,53875119,53875546
chr14,53880050,53880816
chr14,53890321,53891330
chr14,53952764,53956855
chr14,54173346,54175054
chr14,54211354,54211879
chr14,54299693,54300057
chr14,54348987,54350372
chr14,54364539,54365128
chr14,54427589,54428620
chr14,54440179,54442026
chr14,54471709,54473132
chr14,54487569,54489883
chr14,54497322,54499284
chr14,54509875,54510596
chr14,54564202,54569910
chr14,54605101,54606293
chr14,54606387,54607811
chr14,54626798,54629823
chr14,54640224,54640887
chr14,54650176,54655041
chr14,54671753,54678381
chr14,54678549,54680208
chr14,54682032,54683379
chr14,54683481,54688486
chr14,54689770,54690330
chr14,54690647,54691628
chr14,54691769,54692950
chr14,54693976,54694982
chr14,54695729,54700637
chr14,54700920,54701862
chr14,54702076,54702526
chr14,54708373,54708681
chr14,54711084,54714372
chr14,54717743,54719070
chr14,54729974,54731319
chr14,54765771,54779467
chr14,54782528,54787807
chr14,54864827,54865162
chr14,54881018,54882599
chr14,54900967,54903366
chr14,55026714,55028030
chr14,55050796,55052966
chr14,55062120,55062586
chr14,55065462,55065857
chr14,55071048,55072842
chr14,55100160,55104959
chr14,55106788,55109055
chr14,55117141,55120302
chr14,55120524,55123916
chr14,55124999,55126515
chr14,55128401,55131110
chr14,55131349,55132451
chr14,55136312,55138495
chr14,55270649,55275429
chr14,55301408,55303162
chr14,55306064,55306971
chr14,55307140,55307853
chr14,55381960,55385120
chr14,55385904,55386803
chr14,55398299,55398913
chr14,55411098,55412463
chr14,55477006,55477546
chr14,55578605,55581824
chr14,55660686,55661131
chr14,55661275,55663317
chr14,55806611,55807181
chr14,56004816,56005295
chr14,56117361,56118196
chr14,56118303,56120099
chr14,56199520,56200019
chr14,56221669,56222018
chr14,56333913,56334257
chr14,56341549,56342546
chr14,56579459,56580319
chr14,57265671,57265940
chr14,57266044,57266627
chr14,57267600,57269999
chr14,57389823,57391931
chr14,58097203,58097699
chr14,58097854,58098659
chr14,58098768,58100667
chr14,58104574,58105035
chr14,58105135,58105982
chr14,58151321,58152754
chr14,58199056,58200946
chr14,58238874,58240587
chr14,58243791,58245711
chr14,58246305,58246715
chr14,58272030,58272576
chr14,58280583,58282476
chr14,58296180,58298260
chr14,58298421,58300775
chr14,58395639,58396900
chr14,58426610,58428422
chr14,58534560,58535516
chr14,58637100,58638903
chr14,58731327,58731674
chr14,58765719,58766467
chr14,58978182,58979428
chr14,59187687,59191490
chr14,59193433,59194990
chr14,59197423,59198252
chr14,59213540,59216876
chr14,59225129,59226187
chr14,59229025,59231037
chr14,59236411,59237264
chr14,59253285,59256080
chr14,59256344,59256762
chr14,59293372,59295250
chr14,59301781,59302735
chr14,59316990,59318745
chr14,59318840,59319872
chr14,59319982,59322274
chr14,59325660,59326535
chr14,59332262,59339045
chr14,59341067,59344629
chr14,59346886,59347762
chr14,59348229,59350253
chr14,59354153,59355443
chr14,59356821,59358274
chr14,59358380,59363007
chr14,59363114,59364610
chr14,59370755,59371933
chr14,59372055,59372839
chr14,59377034,59377735
chr14,59405931,59407404
chr14,59423553,59424860
chr14,59424952,59427115
chr14,59427482,59429094
chr14,59437355,59437783
chr14,59464492,59465411
chr14,59481741,59485300
chr14,59965240,59965766
chr14,60002208,60003252
chr14,60003366,60003925
chr14,60090893,60095486
chr14,60164374,60166386
chr14,60222343,60223366
chr14,60247380,60250537
chr14,60303031,60303940
chr14,60304026,60305168
chr14,60723805,60724403
chr14,60734383,60735379
chr14,60865404,60866551
chr14,60980465,60981923
chr14,61102180,61104866
chr14,61124650,61125627
chr14,61145072,61146205
chr14,61280447,61281667
chr14,61308491,61308990
chr14,61320985,61324099
chr14,61324188,61324994
chr14,61326193,61330398
chr14,61341716,61342800
chr14,61347186,61348012
chr14,61348118,61348650
chr14,61355552,61357250
chr14,61386057,61387351
chr14,61387947,61388645
chr14,61417322,61417658
chr14,61417743,61418848
chr14,61418967,61419500
chr14,61433077,61433897
chr14,61438766,61440408
chr14,61462044,61464502
chr14,61465581,61467867
chr14,61468258,61473208
chr14,61474459,61479760
chr14,61488282,61490083
chr14,61517210,61518469
chr14,61523799,61528065
chr14,61531465,61532899
chr14,61537491,61538486
chr14,61542984,61545373
chr14,61552620,61553574
chr14,61561309,61562653
chr14,61567749,61570122
chr14,61570282,61571085
chr14,61586400,61587626
chr14,61598783,61599502
chr14,61694782,61696795
chr14,61748453,61753123
chr14,61761395,61764867
chr14,61767792,61768489
chr14,63179111,63180056
chr14,63191814,63192535
chr14,63203082,63206578
chr14,63214492,63215386
chr14,63228538,63229549
chr14,63240877,63241562
chr14,63273341,63274142
chr14,63295414,63296764
chr14,63435318,63436787
chr14,63437099,63439392
chr14,63496445,63497792
chr14,63542375,63544304
chr14,63640771,63642878
chr14,63726984,63728064
chr14,63728193,63728701
chr14,63759352,63759787
chr14,63852394,63854754
chr14,63855011,63856188
chr14,63873767,63875358
chr14,63875480,63876382
chr14,63876827,63877276
chr14,63893235,63894762
chr14,63895326,63896327
chr14,63896585,63898633
chr14,63927958,63928950
chr14,63952138,63952911
chr14,64112965,64113773
chr14,64117658,64118983
chr14,64194111,64194621
chr14,64194960,64202187
chr14,64209095,64211236
chr14,64212927,64215506
chr14,64215595,64216049
chr14,64216150,64221587
chr14,64223433,64223811
chr14,64224897,64225713
chr14,64231012,64233061
chr14,64337947,64338682
chr14,64338792,64339616
chr14,64386959,64389497
chr14,64442297,64442956
chr14,64465535,64466003
chr14,64493886,64494684
chr14,64496626,64497197
chr14,64497725,64498578
chr14,64499729,64500324
chr14,64500987,64507288
chr14,64510092,64510646
chr14,64539705,64540444
chr14,64568595,64570122
chr14,64572508,64573609
chr14,64644995,64645386
chr14,64645679,64646210
chr14,64654894,64655227
chr14,64681264,64684065
chr14,64693552,64694202
chr14,64703916,64707410
chr14,64708282,64709635
chr14,64710687,64711267
chr14,64715648,64716298
chr14,64717736,64718954
chr14,64720836,64722883
chr14,64724000,64724512
chr14,64724613,64725352
chr14,64728612,64729359
chr14,64729733,64730448
chr14,64757381,64760008
chr14,64761077,64763475
chr14,64763804,64764977
chr14,64776951,64779534
chr14,64805931,64808165
chr14,64816105,64816886
chr14,64824855,64826638
chr14,64840371,64843037
chr14,64844882,64845448
chr14,64878811,64880978
chr14,64913940,64915114
chr14,64929520,64930703
chr14,64936490,64937828
